STATE,DISTRICT,NAME,PARTY,CHAMBER,EXPERIENCE,VOTING_MEMBER,IN_CYCLE,RETIREMENT,CPR_TOSSUP,COMMITTEE_ID,COMMITTEE_NAME,,
Kentucky,5,"Rogers, Harold",Republican,House,incumbent,Y,Y,N,N,C00116632,HAL ROGERS FOR CONGRESS,,
Kentucky,6,"Barr, Andy",Republican,House,incumbent,Y,Y,N,N,C00467571,"ANDY BARR FOR CONGRESS, INC.",,
Kentucky,Senator - At Large,"McConnell, Mitch",Republican,Senate,incumbent,Y,N,N,N,C00193342,MCCONNELL SENATE COMMITTEE,,
Kentucky,Senator - At Large,"Paul, Rand",Republican,Senate,incumbent,Y,N,N,N,C00496075,RAND PAUL FOR US SENATE,,
Louisiana,1,"Scalise, Steve",Republican,House,incumbent,Y,Y,N,N,C00394957,SCALISE FOR CONGRESS,,
Louisiana,2,"Carter, Troy",Democratic,House,incumbent,Y,Y,N,N,C00763649,TROY CARTER FOR CONGRESS,,
Louisiana,3,"Higgins, Clay",Republican,House,incumbent,Y,Y,N,N,C00617662,CAPTAIN HIGGINS FOR CONGRESS,,
Louisiana,4,"Johnson, Mike",Republican,House,incumbent,Y,Y,N,N,C00608695,MIKE JOHNSON FOR LOUISIANA,,
Louisiana,5,"Letlow, Julia",Republican,House,incumbent,Y,Y,N,N,C00766428,JULIA LETLOW FOR CONGRESS,,
Louisiana,6,"Graves, Garret",Republican,House,incumbent,Y,Y,Y,N,C00558486,GARRET GRAVES FOR CONGRESS,,
Louisiana,Senator - At Large,"Cassidy, Bill",Republican,Senate,incumbent,Y,N,N,N,C00543983,BILL CASSIDY FOR US SENATE,,
Louisiana,Senator - At Large,"Kennedy, John",Republican,Senate,incumbent,Y,N,N,N,C00608398,JOHN KENNEDY FOR US,,
Maine,1,"Pingree, Chellie",Democratic,House,incumbent,Y,Y,N,N,C00433391,PINGREE FOR CONGRESS,,
Maine,2,"Golden, Jared F.",Democratic,House,incumbent,Y,Y,N,Y,C00653816,COMMITTEE TO ELECT JARED GOLDEN,,
Maine,Senator - At Large,"Collins, Susan M.",Republican,Senate,incumbent,Y,N,N,N,C00314575,COLLINS FOR SENATOR,,
Maine,Senator - At Large,"King, Angus S., Jr.",Independent,Senate,incumbent,Y,Y,N,N,C00516047,ANGUS KING FOR U.S. SENATE CAMPAIGN,,
Maryland,1,"Harris, Andy",Republican,House,incumbent,Y,Y,N,N,C00435974,ANDY HARRIS FOR CONGRESS,,
Maryland,2,"Ruppersberger, C. A. Dutch",Democratic,House,incumbent,Y,Y,Y,N,C00376673,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,,
Maryland,3,"Sarbanes, John P.",Democratic,House,incumbent,Y,Y,Y,N,C00415182,FRIENDS OF JOHN SARBANES,,
Maryland,4,"Ivey, Glenn",Democratic,House,freshman,Y,Y,N,N,C00792283,GLENN F. IVEY FOR CONGRESS,,
Maryland,5,"Hoyer, Steny H.",Democratic,House,incumbent,Y,Y,N,N,C00140715,HOYER FOR CONGRESS,,
Maryland,6,"Trone, David J.",Democratic,House,incumbent,Y,Y,Y,N,C00653196,DAVID TRONE FOR MARYLAND,,
Maryland,7,"Mfume, Kweisi",Democratic,House,incumbent,Y,Y,N,N,C00726372,KWEISI MFUME FOR CONGRESS,CHECK,
Maryland,8,"Raskin, Jamie",Democratic,House,incumbent,Y,Y,N,N,C00575126,JAMIE RASKIN FOR CONGRESS,,
Maryland,Senator - At Large,"Cardin, Benjamin L.",Democratic,Senate,incumbent,Y,"NA, RETIRED",Y,N,C00411587,"BEN CARDIN FOR SENATE, INC.",,
Maryland,Senator - At Large,"Van Hollen, Chris",Democratic,Senate,incumbent,Y,N,N,N,C00573758,VAN HOLLEN FOR SENATE,,
Massachusetts,1,"Neal, Richard E.",Democratic,House,incumbent,Y,Y,N,N,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,,
Massachusetts,2,"McGovern, James P.",Democratic,House,incumbent,Y,Y,N,N,C00285171,RE-ELECT MCGOVERN COMMITTEE,,
Massachusetts,3,"Trahan, Lori",Democratic,House,incumbent,Y,Y,N,N,C00655647,LORI TRAHAN FOR CONGRESS COMMITTEE,,
Massachusetts,4,"Auchincloss, Jake",Democratic,House,incumbent,Y,Y,N,N,C00721449,JAKE AUCHINCLOSS FOR CONGRESS,,
Massachusetts,5,"Clark, Katherine M.",Democratic,House,incumbent,Y,Y,N,N,C00541888,KATHERINE CLARK FOR CONGRESS,,
Massachusetts,6,"Moulton, Seth",Democratic,House,incumbent,Y,Y,N,N,C00547240,MOULTON FOR CONGRESS,,
Massachusetts,7,"Pressley, Ayanna",Democratic,House,incumbent,Y,Y,N,N,C00667741,THE COMMITTEE TO ELECT AYANNA PRESSLEY,,
Massachusetts,8,"Lynch, Stephen F.",Democratic,House,incumbent,Y,Y,N,N,C00366948,STEPHEN LYNCH FOR CONGRESS,,
Massachusetts,9,"Keating, William R.",Democratic,House,incumbent,Y,Y,N,N,C00479063,THE BILL KEATING COMMITTEE,,
Massachusetts,Senator - At Large,"Markey, Edward J.",Democratic,Senate,incumbent,Y,N,N,N,C00196774,THE MARKEY COMMITTEE,,
Massachusetts,Senator - At Large,"Warren, Elizabeth",Democratic,Senate,incumbent,Y,Y,N,N,C00500843,"WARREN FOR SENATE, INC.",,
Michigan,1,"Bergman, Jack",Republican,House,incumbent,Y,Y,N,N,C00614214,BERGMANFORCONGRESS,,
Michigan,2,"Moolenaar, John R.",Republican,House,incumbent,Y,Y,N,N,C00561530,MOOLENAAR FOR CONGRESS,,
Michigan,3,"Scholten, Hillary J.",Democratic,House,freshman,Y,Y,N,N,C00711317,SCHOLTEN FOR CONGRESS,,
Michigan,4,"Huizenga, Bill",Republican,House,incumbent,Y,Y,N,N,C00459297,HUIZENGA FOR CONGRESS,,
Michigan,5,"Walberg, Tim",Republican,House,incumbent,Y,Y,N,N,C00390724,WALBERG FOR CONGRESS,,
Michigan,6,"Dingell, Debbie",Democratic,House,incumbent,Y,Y,N,N,C00558213,DEBBIE DINGELL FOR CONGRESS,,
Michigan,7,"Slotkin, Elissa",Democratic,House,incumbent,Y,Y,Y,N,C00650150,ELISSA SLOTKIN FOR CONGRESS,,
Michigan,8,"Kildee, Daniel T.",Democratic,House,incumbent,Y,Y,Y,N,C00499947,FRIENDS OF DAN KILDEE,,
Michigan,9,"McClain, Lisa C.",Republican,House,incumbent,Y,Y,N,N,C00726042,LISA MCCLAIN FOR CONGRESS,,
Michigan,10,"James, John",Republican,House,freshman,Y,Y,N,N,C00803502,"JOHN JAMES FOR CONGRESS, INC.",,
Michigan,11,"Stevens, Haley M.",Democratic,House,incumbent,Y,Y,N,N,C00638650,HALEY STEVENS FOR CONGRESS,,
Michigan,12,"Tlaib, Rashida",Democratic,House,incumbent,Y,Y,N,N,C00668608,RASHIDA TLAIB FOR CONGRESS,,
Michigan,13,"Thanedar, Shri",Democratic,House,freshman,Y,Y,N,N,C00798132,SHRI FOR CONGRESS,,
Michigan,Senator - At Large,"Peters, Gary C.",Democratic,Senate,incumbent,Y,N,N,N,C00437889,PETERS FOR MICHIGAN,,
Michigan,Senator - At Large,"Stabenow, Debbie",Democratic,Senate,incumbent,Y,"NA, RETIRED",Y,N,C00344473,STABENOW FOR US SENATE,,
Minnesota,1,"Finstad, Brad",Republican,House,incumbent,Y,Y,N,N,C00807743,FINSTAD FOR CONGRESS,,
Minnesota,2,"Craig, Angie",Democratic,House,incumbent,Y,Y,N,N,C00575209,ANGIE CRAIG FOR CONGRESS,,
Minnesota,3,"Phillips, Dean",Democratic,House,incumbent,Y,Y,Y,N,C00640714,DEAN PHILLIPS FOR CONGRESS,,
Minnesota,4,"McCollum, Betty",Democratic,House,incumbent,Y,Y,N,N,C00354688,MCCOLLUM FOR CONGRESS,,
Minnesota,5,"Omar, Ilhan",Democratic,House,incumbent,Y,Y,N,N,C00680934,ILHAN FOR CONGRESS,,
Minnesota,6,"Emmer, Tom",Republican,House,incumbent,Y,Y,N,N,C00545749,EMMER FOR CONGRESS,,
Minnesota,7,"Fischbach, Michelle",Republican,House,incumbent,Y,Y,N,N,C00717959,FISCHBACH FOR CONGRESS,,
Minnesota,8,"Stauber, Pete",Republican,House,incumbent,Y,Y,N,N,C00650697,PETE STAUBER FOR CONGRESS,,
Minnesota,Senator - At Large,"Klobuchar, Amy",Democratic,Senate,incumbent,Y,Y,N,N,C00431353,KLOBUCHAR FOR MINNESOTA,,
Minnesota,Senator - At Large,"Smith, Tina",Democratic,Senate,incumbent,Y,N,N,N,C00663781,TINA SMITH FOR MINNESOTA,,
Mississippi,1,"Kelly, Trent",Republican,House,incumbent,Y,Y,N,N,C00573980,KELLY FOR CONGRESS,,
Mississippi,2,"Thompson, Bennie G.",Democratic,House,incumbent,Y,Y,N,N,C00279851,FRIENDS OF BENNIE THOMPSON,,
Mississippi,3,"Guest, Michael",Republican,House,incumbent,Y,Y,N,N,C00665752,FRIENDS OF MICHAEL GUEST,,
Mississippi,4,"Ezell, Mike",Republican,House,freshman,Y,Y,N,N,C00776393,COMMITTEE TO ELECT MIKE EZELL,,
Mississippi,Senator - At Large,"Hyde-Smith, Cindy",Republican,Senate,incumbent,Y,N,N,N,C00675348,CINDY HYDE-SMITH FOR US SENATE,,
Mississippi,Senator - At Large,"Wicker, Roger F.",Republican,Senate,incumbent,Y,Y,N,N,C00443218,WICKER FOR SENATE,,
Missouri,1,"Bush, Cori",Democratic,House,incumbent,Y,Y,N,N,C00638767,CORI BUSH FOR CONGRESS,,
Missouri,2,"Wagner, Ann",Republican,House,incumbent,Y,Y,N,N,C00495846,ANN WAGNER FOR CONGRESS,,
Missouri,3,"Luetkemeyer, Blaine",Republican,House,incumbent,Y,Y,Y,N,C00458679,BLAINE FOR CONGRESS,,
Missouri,4,"Alford, Mark",Republican,House,freshman,Y,Y,N,N,C00792598,"MARK ALFORD FOR CONGRESS, INC.",,
Missouri,5,"Cleaver, Emanuel",Democratic,House,incumbent,Y,Y,N,N,C00395848,CLEAVER FOR CONGRESS,,
Missouri,6,"Graves, Sam",Republican,House,incumbent,Y,Y,N,N,C00359034,GRAVES FOR CONGRESS,,
Missouri,7,"Burlison, Eric",Republican,House,freshman,Y,Y,N,N,C00788414,ERIC BURLISON FOR CONGRESS,,
Missouri,8,"Smith, Jason",Republican,House,incumbent,Y,Y,N,N,C00541862,JASON SMITH FOR CONGRESS,,
Missouri,Senator - At Large,"Hawley, Josh",Republican,Senate,incumbent,Y,Y,N,N,C00652727,JOSH HAWLEY FOR SENATE,,
Missouri,Senator - At Large,"Schmitt, Eric",Republican,Senate,freshman,Y,N,N,N,C00775015,SCHMITT FOR SENATE,,
Montana,1,"Zinke, Ryan K.",Republican,House,incumbent,Y,Y,N,N,C00778159,ZINKE FOR CONGRESS,,
Montana,2,"Rosendale Sr., Matthew M.",Republican,House,incumbent,Y,Y,Y,N,C00548289,MATT ROSENDALE FOR MONTANA,,
Montana,Senator - At Large,"Daines, Steve",Republican,Senate,incumbent,Y,N,N,N,C00491357,STEVE DAINES FOR MONTANA,,
Montana,Senator - At Large,"Tester, Jon",Democratic,Senate,incumbent,Y,Y,N,N,C00412304,MONTANANS FOR TESTER,,
Nebraska,1,"Flood, Mike",Republican,House,incumbent,Y,Y,N,N,C00801241,MIKE FLOOD FOR CONGRESS,,
Nebraska,2,"Bacon, Don",Republican,House,incumbent,Y,Y,N,N,C00575167,DON BACON FOR CONGRESS,,
Nebraska,3,"Smith, Adrian",Republican,House,incumbent,Y,Y,N,N,C00412890,ADRIAN SMITH FOR CONGRESS,,
Nebraska,Senator - At Large,"Fischer, Deb",Republican,Senate,incumbent,Y,Y,N,N,C00498907,DEB FISCHER FOR US SENATE,,
Nebraska,Senator - At Large,"Ricketts, Pete",Republican,Senate,freshman,Y,Y,N,N,C00832436,PETE RICKETTS FOR SENATE,,
Nevada,1,"Titus, Dina",Democratic,House,incumbent,Y,Y,N,N,C00499467,TITUS FOR CONGRESS,,
Nevada,2,"Amodei, Mark E.",Republican,House,incumbent,Y,Y,N,N,C00496760,AMODEI FOR NEVADA,,
Nevada,3,"Lee, Susie",Democratic,House,incumbent,Y,Y,N,N,C00655613,SUSIE LEE FOR CONGRESS,,
Nevada,4,"Horsford, Steven",Democratic,House,incumbent,Y,Y,N,N,C00668228,NEVADANS FOR STEVEN HORSFORD,,
Nevada,Senator - At Large,"Cortez Masto, Catherine",Democratic,Senate,incumbent,Y,N,N,N,C00575548,CATHERINE CORTEZ MASTO FOR SENATE,,
Nevada,Senator - At Large,"Rosen, Jacky",Democratic,Senate,incumbent,Y,Y,N,N,C00606939,ROSEN FOR NEVADA,,
New Hampshire,1,"Pappas, Chris",Democratic,House,incumbent,Y,Y,N,N,C00660464,CHRIS PAPPAS FOR CONGRESS,,
New Hampshire,2,"Kuster, Ann M.",Democratic,House,incumbent,Y,Y,Y,N,C00462861,"KUSTER FOR CONGRESS, INC",,
New Hampshire,Senator - At Large,"Hassan, Margaret Wood",Democratic,Senate,incumbent,Y,N,N,N,C00588772,MAGGIE FOR NH,,
New Hampshire,Senator - At Large,"Shaheen, Jeanne",Democratic,Senate,incumbent,Y,N,N,N,C00457325,SHAHEEN FOR SENATE,,
New Jersey,1,"Norcross, Donald",Democratic,House,incumbent,Y,Y,N,N,C00558320,DONALD NORCROSS FOR CONGRESS,,
New Jersey,2,"Van Drew, Jefferson",Republican,House,incumbent,Y,Y,N,N,C00661868,VAN DREW FOR CONGRESS,,
New Jersey,3,"Kim, Andy",Democratic,House,incumbent,Y,Y,Y,N,C00648220,ANDY KIM FOR NEW JERSEY,,
New Jersey,4,"Smith, Christopher H.",Republican,House,incumbent,Y,Y,N,N,C00096412,FRIENDS OF CHRIS SMITH,,
New Jersey,5,"Gottheimer, Josh",Democratic,House,incumbent,Y,Y,N,N,C00573949,JOSH GOTTHEIMER FOR CONGRESS,,
New Jersey,6,"Pallone, Frank, Jr.",Democratic,House,incumbent,Y,Y,N,N,C00226928,PALLONE FOR CONGRESS,,
New Jersey,7,"Kean, Thomas H.",Republican,House,freshman,Y,Y,N,N,C00703058,KEAN FOR CONGRESS INC,,
New Jersey,8,"Menendez, Robert",Democratic,House,freshman,Y,Y,N,N,C00799767,MENENDEZ FOR CONGRESS,,
New Jersey,9,"Pascrell, Bill",Democratic,House,incumbent,Y,Y,N,N,C00313510,PASCRELL FOR CONGRESS,,
New Jersey,10,LaMonica McIver,Democratic,House,freshman,Y,Y,N,N,C00878603,LAMONICA MCIVER FOR CONGRESS,,
New Jersey,11,"Sherrill, Mikie",Democratic,House,incumbent,Y,Y,N,N,C00640003,MIKIE SHERRILL FOR CONGRESS,,
New Jersey,12,"Watson Coleman, Bonnie",Democratic,House,incumbent,Y,Y,N,N,C00558437,BONNIE WATSON COLEMAN FOR CONGRESS,,
New Jersey,Senator - At Large,"Booker, Cory A.",Democratic,Senate,incumbent,Y,N,N,N,C00540500,CORY BOOKER FOR SENATE,,
New Jersey,Senator - At Large,"Menendez, Robert",Democratic,Senate,incumbent,Y,"NA, RETIRED",Y,N,C00264564,MENENDEZ FOR SENATE,,
New Mexico,1,"Stansbury, Melanie Ann",Democratic,House,incumbent,Y,Y,N,N,C00765099,MELANIE FOR NEW MEXICO,,
New Mexico,2,"Vasquez, Gabe",Democratic,House,freshman,Y,Y,N,Y,C00789404,GABE VASQUEZ FOR CONGRESS,,
New Mexico,3,"Leger Fernandez, Teresa",Democratic,House,incumbent,Y,Y,N,N,C00704049,TERESA FOR ALL,,
New Mexico,Senator - At Large,"Heinrich, Martin",Democratic,Senate,incumbent,Y,Y,N,N,C00434563,MARTIN HEINRICH FOR SENATE,,
New Mexico,Senator - At Large,"Lujan, Ben Ray",Democratic,Senate,incumbent,Y,N,N,N,C00443689,PEOPLE FOR BEN,,
New York,1,"LaLota, Nick",Republican,House,freshman,Y,Y,N,N,C00806018,LALOTA FOR CONGRESS,,
New York,2,"Garbarino, Andrew R.",Republican,House,incumbent,Y,Y,N,N,C00729954,GARBARINO FOR CONGRESS,,
New York,3,"Suozzi, Tom",Democratic,House,freshman,Y,Y,N,N,C00607200,SUOZZI FOR CONGRESS,,
New York,4,"D'Esposito, Anthony",Republican,House,freshman,Y,Y,N,N,C00809426,DESPOSITO FOR NEW YORK,,
New York,5,"Meeks, Gregory W.",Democratic,House,incumbent,Y,Y,N,N,C00430991,FRIENDS FOR GREGORY MEEKS,,
New York,6,"Meng, Grace",Democratic,House,incumbent,Y,Y,N,N,C00516666,GRACE FOR NEW YORK,,
New York,7,"Velazquez, Nydia M.",Democratic,House,incumbent,Y,Y,N,N,C00271312,COMMITTEE TO RE-ELECT NYDIA M VELAZQUEZ TO CONGRESS,,
New York,8,"Jeffries, Hakeem S.",Democratic,House,incumbent,Y,Y,N,N,C00503052,JEFFRIES FOR CONGRESS,,
New York,9,"Clarke, Yvette D.",Democratic,House,incumbent,Y,Y,N,N,C00415331,CLARKE FOR CONGRESS,,
New York,10,"Goldman, Daniel S.",Democratic,House,freshman,Y,Y,N,N,C00816660,DAN GOLDMAN FOR NEW YORK,,
New York,11,"Malliotakis, Nicole",Republican,House,incumbent,Y,Y,N,N,C00694778,NICOLE FOR NEW YORK,,
New York,12,"Nadler, Jerrold",Democratic,House,incumbent,Y,Y,N,N,C00290825,NADLER FOR CONGRESS,,
New York,13,"Espaillat, Adriano",Democratic,House,incumbent,Y,Y,N,N,C00701953,ADRIANO ESPAILLAT FOR CONGRESS,,
New York,14,"Ocasio-Cortez, Alexandria",Democratic,House,incumbent,Y,Y,N,N,C00639591,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS,,
New York,15,"Torres, Ritchie",Democratic,House,incumbent,Y,Y,N,N,C00699744,TORRES FOR CONGRESS,,
New York,16,"Bowman, Jamaal",Democratic,House,incumbent,Y,Y,N,N,C00709196,BOWMAN FOR CONGRESS,,
New York,17,"Lawler, Michael",Republican,House,freshman,Y,Y,N,N,C00815415,"LAWLER FOR CONGRESS, INC.",,
New York,18,"Ryan, Patrick",Democratic,House,incumbent,Y,Y,N,N,C00815290,PAT RYAN FOR CONGRESS,,
New York,19,"Molinaro, Marcus J.",Republican,House,freshman,Y,Y,N,Y,C00789586,MARC FOR US INC.,,
New York,20,"Tonko, Paul",Democratic,House,incumbent,Y,Y,N,N,C00450049,PAUL TONKO FOR CONGRESS,,
New York,21,"Stefanik, Elise M.",Republican,House,incumbent,Y,Y,N,N,C00547893,ELISE FOR CONGRESS,,
New York,22,"Williams, Brandon",Republican,House,freshman,Y,Y,N,N,C00806307,BRANDON FOR CONGRESS NY22,,
New York,23,"Langworthy, Nicholas A.",Republican,House,freshman,Y,Y,N,N,C00817932,LANGWORTHY FOR CONGRESS,,
New York,24,"Tenney, Claudia",Republican,House,incumbent,Y,Y,N,N,C00632828,CLAUDIA TENNEY FOR CONGRESS,,
New York,25,"Morelle, Joseph D.",Democratic,House,incumbent,Y,Y,N,N,C00675108,JOE MORELLE FOR CONGRESS,,
New York,26,"Kennedy, Tim",Democratic,House,freshman,Y,Y,N,N,C00856526,KENNEDY FOR CONGRESS,,
New York,Senator - At Large,"Gillibrand, Kirsten E.",Democratic,Senate,incumbent,Y,Y,N,N,C00413914,GILLIBRAND FOR SENATE,,
New York,Senator - At Large,"Schumer, Charles E.",Democratic,Senate,incumbent,Y,N,N,N,C00346312,FRIENDS OF SCHUMER,,
North Carolina,1,"Davis, Donald G.",Democratic,House,freshman,Y,Y,N,Y,C00795211,DON DAVIS FOR NC,,
North Carolina,2,"Ross, Deborah K.",Democratic,House,incumbent,Y,Y,N,N,C00729277,DEBORAH ROSS FOR CONGRESS,,
North Carolina,3,"Murphy, Gregory",Republican,House,incumbent,Y,Y,N,N,C00697649,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,,
North Carolina,4,"Foushee, Valerie P.",Democratic,House,freshman,Y,Y,N,N,C00794727,FOUSHEE FOR CONGRESS,,
North Carolina,5,"Foxx, Virginia",Republican,House,incumbent,Y,Y,N,N,C00386748,VIRGINIA FOXX FOR CONGRESS,,
North Carolina,6,"Manning, Kathy E.",Democratic,House,incumbent,Y,Y,Y,N,C00662577,KATHY MANNING FOR CONGRESS,,
North Carolina,7,"Rouzer, David",Republican,House,incumbent,Y,Y,N,N,C00501643,DAVID ROUZER FOR CONGRESS,,
North Carolina,8,"Bishop, Dan",Republican,House,incumbent,Y,Y,Y,N,C00699660,BISHOP FOR CONGRESS,,
North Carolina,9,"Hudson, Richard",Republican,House,incumbent,Y,Y,N,N,C00504522,HUDSON FOR CONGRESS,,
North Carolina,10,"McHenry, Patrick T.",Republican,House,incumbent,Y,Y,Y,N,C00393629,MCHENRY FOR CONGRESS,,
North Carolina,11,"Edwards, Chuck",Republican,House,freshman,Y,Y,N,N,C00796433,CHUCK EDWARDS FOR CONGRESS,,
North Carolina,12,"Adams, Alma S.",Democratic,House,incumbent,Y,Y,N,N,C00546358,ALMA ADAMS FOR CONGRESS,,
North Carolina,13,"Nickel, Wiley",Democratic,House,freshman,Y,Y,Y,N,C00763045,WILEY NICKEL FOR NORTH CAROLINA,,
North Carolina,14,"Jackson, Jeff",Democratic,House,freshman,Y,Y,Y,N,C00767400,JEFF JACKSON FOR CONGRESS,,
North Carolina,Senator - At Large,"Budd, Ted",Republican,Senate,freshman,Y,N,N,N,C00614776,TED BUDD FOR SENATE,,
North Carolina,Senator - At Large,"Tillis, Thomas",Republican,Senate,incumbent,Y,N,N,N,C00545772,THOM TILLIS COMMITTEE,,
North Dakota,At Large,"Armstrong, Kelly",Republican,House,incumbent,Y,Y,Y,N,C00670547,ARMSTRONG FOR CONGRESS,,
North Dakota,Senator - At Large,"Cramer, Kevin",Republican,Senate,incumbent,Y,Y,N,N,C00504704,CRAMER FOR SENATE,,
North Dakota,Senator - At Large,"Hoeven, John",Republican,Senate,incumbent,Y,N,N,N,C00473371,HOEVEN FOR SENATE,,
Northern Mariana Islands,At Large,"Sablan, Gregorio Kilili Camacho",Democratic,House,incumbent,N,Y,N,N,C00469882,KILILI FOR CONGRESS,,
Ohio,1,"Landsman, Greg",Democratic,House,freshman,Y,Y,N,N,C00800276,LANDSMAN FOR CONGRESS,,
Ohio,2,"Wenstrup, Brad R.",Republican,House,incumbent,Y,Y,Y,N,C00497818,WENSTRUP FOR CONGRESS,,
Ohio,3,"Beatty, Joyce",Democratic,House,incumbent,Y,Y,N,N,C00507368,BEATTY FOR CONGRESS,,
Ohio,4,"Jordan, Jim",Republican,House,incumbent,Y,Y,N,N,C00416594,JIM JORDAN FOR CONGRESS,,
Ohio,5,"Latta, Robert E.",Republican,House,incumbent,Y,Y,N,N,C00438697,LATTA FOR CONGRESS,,
Ohio,6,"Rulli, Michael",Republican,House,freshman,Y,Y,N,N,C00858415,RULLI FOR OHIO,,
Ohio,7,"Miller, Max L.",Republican,House,freshman,Y,Y,N,N,C00770818,MAX MILLER FOR CONGRESS,,
Ohio,8,"Davidson, Warren",Republican,House,incumbent,Y,Y,N,N,C00600718,DAVIDSON FOR CONGRESS,,
Ohio,9,"Kaptur, Marcy",Democratic,House,incumbent,Y,Y,N,N,C00154625,KAPTUR FOR CONGRESS,,
Ohio,10,"Turner, Michael R.",Republican,House,incumbent,Y,Y,N,N,C00373001,CITIZENS FOR TURNER,,
Ohio,11,"Brown, Shontel M.",Democratic,House,incumbent,Y,Y,N,N,C00764381,SHONTEL BROWN FOR CONGRESS,,
Ohio,12,"Balderson, Troy",Republican,House,incumbent,Y,Y,N,N,C00662650,BALDERSON FOR CONGRESS,,
Ohio,13,"Sykes, Emilia Strong",Democratic,House,freshman,Y,Y,N,N,C00801274,EMILIA SYKES FOR CONGRESS,,
Ohio,14,"Joyce, David P.",Republican,House,incumbent,Y,Y,N,N,C00527457,FRIENDS OF DAVE JOYCE,,
Ohio,15,"Carey, Mike",Republican,House,incumbent,Y,Y,N,N,C00779603,CAREY FOR CONGRESS,,
Ohio,Senator - At Large,"Brown, Sherrod",Democratic,Senate,incumbent,Y,Y,N,N,C00264697,FRIENDS OF SHERROD BROWN,,
Ohio,Senator - At Large,"Vance, J. D.",Republican,Senate,freshman,Y,"NA, RETIRED",Y,N,C00783142,JD VANCE FOR SENATE INC.,,
Oklahoma,1,"Hern, Kevin",Republican,House,incumbent,Y,Y,N,N,C00636092,HERN FOR CONGRESS,,
Oklahoma,2,"Brecheen, Josh",Republican,House,freshman,Y,Y,N,N,C00812974,JOSH BRECHEEN FOR CONGRESS,,
Oklahoma,3,"Lucas, Frank D.",Republican,House,incumbent,Y,Y,N,N,C00287912,LUCAS FOR CONGRESS,,
Oklahoma,4,"Cole, Tom",Republican,House,incumbent,Y,Y,N,N,C00379735,COLE FOR CONGRESS,,
Oklahoma,5,"Bice, Stephanie I.",Republican,House,incumbent,Y,Y,N,N,C00703843,BICE FOR CONGRESS,,
Oklahoma,Senator - At Large,"Lankford, James",Republican,Senate,incumbent,Y,N,N,N,C00466482,FAMILIES FOR JAMES LANKFORD,,
Oklahoma,Senator - At Large,"Mullin, Markwayne",Republican,Senate,freshman,Y,N,N,N,C00498345,MULLIN FOR AMERICA,,
Oregon,1,"Bonamici, Suzanne",Democratic,House,incumbent,Y,Y,N,N,C00500421,BONAMICI FOR CONGRESS,,
Oregon,2,"Bentz, Cliff",Republican,House,incumbent,Y,Y,N,N,C00725465,CLIFF BENTZ FOR CONGRESS,,
Oregon,3,"Blumenauer, Earl",Democratic,House,incumbent,Y,Y,Y,N,C00307314,BLUMENAUER FOR CONGRESS,,
Oregon,4,"Hoyle, Val T.",Democratic,House,freshman,Y,Y,N,N,C00796144,VAL HOYLE FOR CONGRESS,,
Oregon,5,"Chavez-DeRemer, Lori",Republican,House,freshman,Y,Y,N,Y,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,,
Oregon,6,"Salinas, Andrea",Democratic,House,freshman,Y,Y,N,N,C00793703,ANDREA SALINAS FOR OREGON,,
Oregon,Senator - At Large,"Merkley, Jeff",Democratic,Senate,incumbent,Y,N,N,N,C00437277,JEFF MERKLEY FOR OREGON,,
Oregon,Senator - At Large,"Wyden, Ron",Democratic,Senate,incumbent,Y,N,N,N,C00308676,WYDEN FOR SENATE,,
Pennsylvania,1,"Fitzpatrick, Brian K.",Republican,House,incumbent,Y,Y,N,N,C00607416,BRIAN FITZPATRICK FOR ALL OF US,,
Pennsylvania,2,"Boyle, Brendan F.",Democratic,House,incumbent,Y,Y,N,N,C00543363,CITIZENS FOR BOYLE,,
Pennsylvania,3,"Evans, Dwight",Democratic,House,incumbent,Y,Y,N,N,C00591065,DWIGHT EVANS FOR CONGRESS,,
Pennsylvania,4,"Dean, Madeleine",Democratic,House,incumbent,Y,Y,N,N,C00670844,MAD 4 PA PAC,,
Pennsylvania,5,"Scanlon, Mary Gay",Democratic,House,incumbent,Y,Y,N,N,C00669358,SCANLON FOR CONGRESS,,
Pennsylvania,6,"Houlahan, Chrissy",Democratic,House,incumbent,Y,Y,N,N,C00637371,CHRISSY HOULAHAN FOR CONGRESS,,
Pennsylvania,7,"Wild, Susan",Democratic,House,incumbent,Y,Y,N,Y,C00658567,SUSAN WILD FOR CONGRESS,,
Pennsylvania,8,"Cartwright, Matt",Democratic,House,incumbent,Y,Y,N,Y,C00509968,CARTWRIGHT FOR CONGRESS,,
Pennsylvania,9,"Meuser, Daniel",Republican,House,incumbent,Y,Y,N,N,C00654723,MEUSER FOR CONGRESS,,
Pennsylvania,10,"Perry, Scott",Republican,House,incumbent,Y,Y,N,Y,C00510164,PATRIOTS FOR PERRY,,
Pennsylvania,11,"Smucker, Lloyd",Republican,House,incumbent,Y,Y,N,N,C00599464,SMUCKER FOR CONGRESS,,
