NAME,LEADERSHIP_PAC_1_ID,PAC 1 RECEIPTS,LEADERSHIP_PAC_2_ID,PAC 2 RECEIPTS,LEADERSHIP_PAC_3_ID,PAC 3 RECEIPTS,LEADERSHIP_PAC_4,PAC 4 RECEIPTS,TOTAL RECEIPTS,,,,,,,,,,,
"Burlison, Eric",C00823914,39671.12,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Smith, Jason",C00563726,2524995.84,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Hawley, Josh",C00692640,617593.14,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Schmitt, Eric",C00826362,1088410.04,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Zinke, Ryan K.",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Rosendale Sr., Matthew M.",C00764431,88897.27,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Daines, Steve",C00542027,1455718.36,C00739003,1340340.44,,#N/A,,#N/A,,,,,,,,,,,,
"Tester, Jon",C00433680,1421790.74,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Flood, Mike",C00832568,111760,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Bacon, Don",C00647420,416210.67,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Smith, Adrian",C00481176,392854.29,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Fischer, Deb",C00540054,830730.43,C00568709,23500,,#N/A,,#N/A,,,,,,,,,,,,
"Ricketts, Pete",C00832501,1263534.37,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Titus, Dina",C00450577,69399.77,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Amodei, Mark E.",C00893818,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Lee, Susie",C00721233,99940.01,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Horsford, Steven",C00707232,528579.17,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cortez Masto, Catherine",C00629212,1311964.86,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Rosen, Jacky",C00654475,961146.17,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Pappas, Chris",C00760009,130130.48,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Kuster, Ann M.",C00540062,417517.65,C00844639,1229692.63,,#N/A,,#N/A,,,,,,,,,,,,
"Hassan, Margaret Wood",C00629311,774880.06,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Shaheen, Jeanne",C00458570,575000.01,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Norcross, Donald",C00575894,265900,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Van Drew, Jefferson",C00726729,88943.85,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Kim, Andy",C00761957,160361.18,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Smith, Christopher H.",C00524322,38000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Gottheimer, Josh",C00652164,1103055.61,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Pallone, Frank, Jr.",C00410308,784969.46,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Kean, Thomas H.",C00784694,276291.49,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Menendez, Robert",C00847095,54600,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Pascrell, Bill",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
LaMonica McIver,C00891861,1578.5,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Sherrill, Mikie",C00704247,379978.93,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Watson Coleman, Bonnie",C00610840,2500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Booker, Cory A.",C00497131,1321315,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Menendez, Robert",C00349233,237502.81,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Stansbury, Melanie Ann",C00830919,34260,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Vasquez, Gabe",C00834515,21500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Leger Fernandez, Teresa",C00764753,132370.27,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Heinrich, Martin",C00497073,848434.56,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Lujan, Ben Ray",C00517235,725471.23,C00814616,476861.31,,#N/A,,#N/A,,,,,,,,,,,,
"LaLota, Nick",C00813063,356492.59,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Garbarino, Andrew R.",C00770297,361462.92,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Suozzi, Tom",C00669929,101200,,0,,#N/A,,#N/A,,,,,,,,,,,,
"D'Esposito, Anthony",C00814897,109861.83,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Meeks, Gregory W.",C00377143,638809.63,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Meng, Grace",C00552489,100800,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Velazquez, Nydia M.",C00351056,37000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Jeffries, Hakeem S.",C00617803,3472968.58,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Clarke, Yvette D.",C00625558,118479.5,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Goldman, Daniel S.",C00826297,534300.72,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Malliotakis, Nicole",C00760397,193360,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Nadler, Jerrold",C00363317,110400,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Espaillat, Adriano",C00764993,2500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Ocasio-Cortez, Alexandria",C00692202,253983.86,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Torres, Ritchie",C00753947,561417.99,C00834762,114299,,#N/A,,#N/A,,,,,,,,,,,,
"Bowman, Jamaal",C00827295,76299.23,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Lawler, Michael",C00817338,432997.99,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Ryan, Patrick",C00832576,276401.97,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Molinaro, Marcus J.",C00817825,171229.92,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Tonko, Paul",C00508010,38500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Stefanik, Elise M.",C00570945,1867882.59,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Williams, Brandon",C00809574,132483.67,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Langworthy, Nicholas A.",C00827881,115652.49,C00878785,16800,,#N/A,,#N/A,,,,,,,,,,,,
"Tenney, Claudia",C00635367,154005.42,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Morelle, Joseph D.",C00714501,212935.53,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Kennedy, Tim",C00881698,131887,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Gillibrand, Kirsten E.",C00525600,1822922.69,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Schumer, Charles E.",C00348607,1530200.02,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Davis, Donald G.",C00854430,77689.23,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Ross, Deborah K.",C00768408,115600,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Murphy, Gregory",C00724229,174606.87,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Foushee, Valerie P.",C00838649,50500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Foxx, Virginia",C00525212,328640,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Manning, Kathy E.",C00779520,61466.48,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Rouzer, David",C00577288,182700,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Bishop, Dan",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Hudson, Richard",C00540146,1032296.41,,0,,#N/A,,#N/A,,,,,,,,,,,,
"McHenry, Patrick T.",C00540187,1260703.22,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Edwards, Chuck",C00828426,40556.82,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Adams, Alma S.",C00572586,23000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Nickel, Wiley",C00839662,142625,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Jackson, Jeff",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Budd, Ted",C00633818,223753.6,C00834507,804332.65,,#N/A,,#N/A,,,,,,,,,,,,
"Tillis, Thomas",C00571323,1648543.98,C00768085,138800,,#N/A,,#N/A,,,,,,,,,,,,
"Armstrong, Kelly",C00691147,104000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cramer, Kevin",C00543207,374015.7,C00691915,60091.85,,#N/A,,#N/A,,,,,,,,,,,,
"Hoeven, John",C00493072,436315.59,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Sablan, Gregorio Kilili Camacho",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Landsman, Greg",C00884692,23500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Wenstrup, Brad R.",C00590356,202507.72,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Beatty, Joyce",C00545236,117500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Jordan, Jim",C00552851,7093793.87,C00693796,985095.5,,#N/A,,#N/A,,,,,,,,,,,,
"Latta, Robert E.",C00485540,164744,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Rulli, Michael",C00859546,32253.28,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Miller, Max L.",C00775999,293031.95,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Davidson, Warren",C00634519,168321.69,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Kaptur, Marcy",C00417865,135536.23,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Turner, Michael R.",C00525238,205593.39,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Brown, Shontel M.",C00804153,114625,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Balderson, Troy",C00706176,119500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Sykes, Emilia Strong",C00723676,54510,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Joyce, David P.",C00571216,249300.01,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Carey, Mike",C00787879,185976.59,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Brown, Sherrod",C00331694,1094348,C00690073,582947.96,,#N/A,,#N/A,,,,,,,,,,,,
"Vance, J. D.",C00783167,426512.77,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Hern, Kevin",C00692715,304167.74,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Brecheen, Josh",C00827394,10506.78,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Lucas, Frank D.",C00489906,178950,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cole, Tom",C00404392,1049345.37,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Bice, Stephanie I.",C00765644,274553.75,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Lankford, James",C00492058,690425.01,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Mullin, Markwayne",C00567545,1162002.6,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Bonamici, Suzanne",C00543116,87700,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Bentz, Cliff",C00761528,48000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Blumenauer, Earl",C00323352,142044.74,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Hoyle, Val T.",C00848556,75000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Chavez-DeRemer, Lori",C00819102,215827.23,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Salinas, Andrea",C00850784,29000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Merkley, Jeff",C00460972,908934.7,C00605410,72574,C00743641,1822463.23,,#N/A,,,,,,,,,,,,
"Wyden, Ron",C00392738,1126752.78,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Fitzpatrick, Brian K.",C00647354,735634.34,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Boyle, Brendan F.",C00584805,171200,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Evans, Dwight",C00630541,70530.53,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Dean, Madeleine",C00757344,120800,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Scanlon, Mary Gay",C00699421,90467.45,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Houlahan, Chrissy",C00708636,157296.79,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Wild, Susan",C00776310,89641.18,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cartwright, Matt",C00547448,157000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Meuser, Daniel",C00708172,116340.49,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Perry, Scott",C00528075,57836.25,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Smucker, Lloyd",C00656777,206816.31,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Lee, Summer L.",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Joyce, John",C00691501,360706.5,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Reschenthaler, Guy",C00689208,422632.1,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Thompson, Glenn",C00526715,280537.6,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Kelly, Mike",C00524603,103000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Deluzio, Christopher R.",C00830182,55000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Casey, Robert P., Jr.",C00439992,1155913.42,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Fetterman, John",C00831214,176293.13,,0,,#N/A,,#N/A,,,,,,,,,,,,
"González-Colón, Jenniffer",C00629998,3500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Amo, Gabe",C00866111,33500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Magaziner, Seth",C00839886,33705,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Reed, Jack",C00403592,730040,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Whitehouse, Sheldon",C00431601,492523,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Mace, Nancy",C00763326,180096.08,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Wilson, Joe",C00376756,55095,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Duncan, Jeff",C00516724,53307.41,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Timmons, William R. IV",C00703173,123394.89,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Norman, Ralph",C00781740,41550,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Clyburn, James E.",C00399196,1055866.46,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Fry, Russell",C00820209,102580.95,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Graham, Lindsey",C00388934,672088.2,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Scott, Tim",C00495887,1007561,C00827519,327661.27,C00495887,1007561,,#N/A,,,,,,,,,,,,
"Johnson, Dusty",C00688549,347478.21,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Rounds, Mike",C00571976,875489.17,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Thune, John",C00409003,3259772.62,C00748186,368803.72,,#N/A,,#N/A,,,,,,,,,,,,
"Harshbarger, Diana",C00765578,119000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Burchett, Tim",C00704411,21000.1,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Fleischmann, Charles J. ""Chuck""",C00686402,140500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"DesJarlais, Scott",C00513523,5100,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Ogles, Andrew",C00816751,15200.58,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Rose, John W.",C00697698,83345.05,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Green, Mark E.",C00687525,175494.1,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Kustoff, David",C00635219,203931.73,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cohen, Steve",C00697581,86725,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Blackburn, Marsha",C00409276,1286033.53,C00750539,30000,,#N/A,,#N/A,,,,,,,,,,,,
"Hagerty, Bill",C00795708,248100,C00719971,1312902.16,,#N/A,,#N/A,,,,,,,,,,,,
"Moran, Nathaniel",C00812586,109558.47,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Crenshaw, Dan",C00686816,193061.94,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Self, Keith",C00821959,13341.26,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Fallon, Pat",C00758722,97889.84,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Gooden, Lance",C00685115,131234.8,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Ellzey, Jake",C00786368,138083.28,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Fletcher, Lizzie",C00765198,197568.38,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Luttrell, Morgan",C00813162,54500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Green, Al",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"McCaul, Michael T.",C00481531,264500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Pfluger, August",C00749481,730593.22,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Granger, Kay",C00345058,216483.59,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Jackson, Ronny",C00753384,151424.03,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Weber, Randy K., Sr.",C00553883,47333.8,,0,,#N/A,,#N/A,,,,,,,,,,,,
"De La Cruz, Monica",C00808717,165686.95,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Escobar, Veronica",C00677708,108914.22,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Sessions, Pete",C00765198,197568.38,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Lee Carter, Erica",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Arrington, Jodey C.",C00672733,734633.28,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Castro, Joaquin",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Roy, Chip",C00693895,96028.16,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Nehls, Troy E.",C00757120,65279.48,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Gonzales, Tony",C00755173,514865.1,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Van Duyne, Beth",C00762930,340000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Williams, Roger",C00531590,471512.79,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Burgess, Michael C.",C00415208,112525.13,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cloud, Michael",C00729616,1310.27,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cuellar, Henry",C00439398,165291.82,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Garcia, Sylvia R.",C00729871,41894.64,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Crockett, Jasmine",C00829655,131732,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Carter, John R.",C00427401,175944.31,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Allred, Colin Z.",C00759019,812276,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Veasey, Marc A.",C00562330,142000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Gonzalez, Vicente",C00660613,106000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Casar, Greg",C00811216,36500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Babin, Brian",C00589994,71878.79,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Doggett, Lloyd",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Hunt, Wesley",C00807412,4139375.91,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cruz, Ted",C00536540,3479994.29,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cornyn, John",C00387464,2208891.21,C00570861,161922.96,,#N/A,,#N/A,,,,,,,,,,,,
"Moore, Blake D.",C00757922,363891.28,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Maloy, Celeste",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Curtis, John R.",C00654186,501653.82,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Owens, Burgess",C00769125,74772.4,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Lee, Mike",C00494302,657994.89,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Romney, Mitt",C00691154,116693.66,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Balint, Becca",C00836304,54100,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Sanders, Bernard",C00406553,35060,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Welch, Peter",C00542621,396340.02,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Plaskett, Stacey E.",C00700203,105250,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Wittman, Robert J.",C00524314,432334.69,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Kiggans, Jennifer A",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Scott, Robert C. ""Bobby""",C00625111,128253,,0,,#N/A,,#N/A,,,,,,,,,,,,
"McClellan, Jennifer",C00893388,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Good, Bob",C00801993,12368.7,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cline, Ben",C00798025,33000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Spanberger, Abigail Davis",C00830174,286170.26,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Beyer, Donald S., Jr.",C00566562,450650,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Griffith, H. Morgan",C00520841,129800,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Wexton, Jennifer",C00705152,12576,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Connolly, Gerald E.",C00498931,170353.57,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Kaine, Tim",C00538835,1133060.18,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Warner, Mark R.",C00412791,1492823,,0,,#N/A,,#N/A,,,,,,,,,,,,
"DelBene, Suzan K.",C00576090,893900,C00844720,179965.72,,#N/A,,#N/A,,,,,,,,,,,,
"Larsen, Rick",C00551168,377750,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Perez, Marie Gluesenkamp",C00833574,92905.01,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Newhouse, Dan",C00611400,113500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"McMorris Rodgers, Cathy",C00469429,751266.18,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Kilmer, Derek",C00531632,113000,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Jayapal, Pramila",C00685552,3798113.06,C00629576,307300,,#N/A,,#N/A,,,,,,,,,,,,
"Schrier, Kim",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Smith, Adam",C00492025,254500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Strickland, Marilyn",C00765727,128550,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Cantwell, Maria",,0,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Murray, Patty",C00365270,1066036.4,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Miller, Carol D.",C00691626,137500,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Mooney, Alexander X.",C00641142,217839.38,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Capito, Shelley Moore",C00489336,1022697.95,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Manchin, Joe, III",C00484402,879886.68,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Steil, Bryan",C00697326,463014.17,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Pocan, Mark",C00529693,221010,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Van Orden, Derrick",C00809012,184624.67,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Moore, Gwen",C00431478,414417.12,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Fitzgerald, Scott",C00760694,94670,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Grothman, Glenn",C00628669,36400.01,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Tiffany, Thomas P.",C00747204,20100,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Wied, Tony",C00875781,28580.44,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Baldwin, Tammy",C00410092,973308.29,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Johnson, Ron",C00497842,363760.72,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Hageman, Harriet M.",C00799809,110887.67,,0,,#N/A,,#N/A,,,,,,,,,,,,
"Barrasso, John",C00442368,1329288.61,C00876912,55400,,#N/A,,#N/A,,,,,,,,,,,,
"Lummis, Cynthia M.",C00762682,784983.19,,0,,#N/A,,#N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
